Дата,Месяц,Год,Наименование товара,Модель,Вид операции,Город,Магазин,Цвет,Финансовый баланс  (тугрики)
1,Октябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Белый,-1050
2,Октябрь,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
2,Октябрь,2019,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Розовый,500
2,Октябрь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
3,Октябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Черный,-1050
4,Октябрь,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Розовый,500
6,Октябрь,2019,Наногазонокосилка,Agressor 300,Продажа,Москва,ЦУМ,Розовый,1050
8,Октябрь,2019,Электрический звонок,IZvon 9,Продажа,Сан-Франциско,Океан электроники,Розовый,1000
17,Октябрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
18,Октябрь,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Розовый,500
23,Октябрь,2019,Наногазонокосилка,Agressor 300,Продажа,Владивосток,Океан электроники,Розовый,1050
24,Октябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Розовый,-1050
24,Октябрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
25,Октябрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
26,Октябрь,2019,Портативная атомная станция,100500,Возврат,Барабинск,Электромаг,Розовый,-500
28,Октябрь,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Розовый,500
28,Октябрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
1,Сентябрь,2019,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Белый,500
1,Сентябрь,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
3,Сентябрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
7,Сентябрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
7,Сентябрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
7,Сентябрь,2019,Портативная атомная станция,1,Продажа,Москва,ЦУМ,Розовый,500
7,Сентябрь,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
7,Сентябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Розовый,-1050
9,Сентябрь,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Черный,200
10,Сентябрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
10,Сентябрь,2019,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Розовый,500
13,Сентябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Розовый,-1050
19,Сентябрь,2019,Печатная машинка,Super pro,Продажа,Москва,ЦУМ,Черный,500
21,Сентябрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
22,Сентябрь,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
22,Сентябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Розовый,-1050
22,Сентябрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
27,Сентябрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
27,Сентябрь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Белый,200
27,Сентябрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
29,Сентябрь,2019,Утюг,Lastochka,Возврат,Сан-Франциско,Океан электроники,Розовый,-200
1,Февраль,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
1,Февраль,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Черный,-1050
1,Февраль,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Черный,200
1,Февраль,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Белый,500
2,Февраль,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
3,Февраль,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
3,Февраль,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Розовый,500
5,Февраль,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
8,Февраль,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
8,Февраль,2019,Портативная атомная станция,100500,Возврат,Сан-Франциско,Океан электроники,Розовый,-500
8,Февраль,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
10,Февраль,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Черный,-1050
12,Февраль,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
18,Февраль,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
18,Февраль,2019,Утюг,Lastochka,Возврат,Москва,ЦУМ,Розовый,-200
20,Февраль,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Белый,-1050
20,Февраль,2019,Портативная атомная станция,100500,Продажа,Сан-Франциско,Океан электроники,Розовый,500
21,Февраль,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
21,Февраль,2019,Электрический звонок,IZvon 9,Продажа,Москва,ЦУМ,Розовый,1000
21,Февраль,2019,Портативная атомная станция,1,Продажа,Москва,ЦУМ,Розовый,500
23,Февраль,2019,Электрический звонок,IZvon 10,Продажа,Переяславль,1000 мелочей,Розовый,1200
29,Февраль,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Черный,500
1,Январь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
1,Январь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
3,Январь,2019,Электрический звонок,IZvon 10,Продажа,Переяславль,Лебедушка,Черный,1200
4,Январь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
6,Январь,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Белый,500
6,Январь,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Черный,500
8,Январь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
11,Январь,2019,Утюг,Lastochka,Возврат,Москва,ЦУМ,Розовый,-200
14,Январь,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Черный,500
14,Январь,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Розовый,500
19,Январь,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Белый,200
21,Январь,2019,Печатная машинка,Super pro,Продажа,Москва,ЦУМ,Белый,500
22,Январь,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
22,Январь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Белый,-1050
28,Январь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Белый,-1050
